Post;Up;Down;Total
147808;0;3;-3
147810;1;0;1
147812;0;1;-1
147818;1;0;1
147821;3;0;3
147823;1;0;1
147826;1;0;1
147827;0;2;-2
147829;1;0;1
147834;1;0;1
147836;0;2;-2
147843;0;2;-2
147846;0;2;-2
147852;0;3;-3
147853;0;1;-1
147855;1;0;1
147856;2;0;2
147857;0;1;-1
147858;0;3;-3
147859;0;2;-2
147861;1;0;1
147862;0;1;-1
147864;2;0;2
147871;1;0;1
147875;1;0;1
147881;1;0;1
147886;1;0;1
147888;1;0;1
147889;2;0;2
147890;0;1;-1
147895;0;2;-2
147906;0;1;-1
147911;1;0;1
147914;0;3;-3
147921;1;0;1
147927;0;1;-1
147941;0;1;-1
147945;1;1;0
147947;2;0;2
147950;2;0;2
147953;1;0;1
147955;1;0;1
148939;1;0;1
148951;1;0;1
148953;2;0;2
148955;1;0;1
148956;1;0;1
148958;1;0;1
148965;2;0;2
148970;0;2;-2
148971;1;0;1
148974;0;4;-4
148976;1;0;1
148977;1;0;1
148981;2;0;2
148982;0;2;-2
148983;0;7;-7
148984;0;7;-7
148985;0;1;-1
148989;1;0;1
148992;1;0;1
148994;1;0;1
148997;1;0;1
148999;1;0;1
149000;0;2;-2
149003;2;0;2
149004;0;3;-3
149005;0;3;-3
149006;0;3;-3
149010;0;2;-2
149016;0;1;-1
149026;0;1;-1
149030;1;0;1
149031;1;0;1
149035;1;0;1
149039;2;0;2
149040;0;1;-1
149044;0;1;-1
149045;0;2;-2
149048;1;0;1
149049;1;0;1
149050;2;0;2
149051;0;1;-1
149055;0;2;-2
149056;2;0;2
149059;1;0;1
149061;2;0;2
149062;0;2;-2
149066;0;1;-1
149079;0;1;-1
149080;2;0;2
149081;0;1;-1
149084;1;0;1
149090;1;0;1
149092;1;0;1
149095;1;0;1
149097;0;1;-1
149099;1;0;1
149101;0;1;-1
149103;0;1;-1
149105;2;0;2
149106;4;0;4
149107;0;1;-1
149108;0;1;-1
149111;0;4;-4
149112;0;3;-3
149113;1;0;1
149121;0;1;-1
149122;1;0;1
149124;0;1;-1
149136;1;0;1
149138;0;1;-1
149139;0;1;-1
149140;0;1;-1
149143;1;0;1
149144;2;0;2
149147;1;0;1
149155;0;4;-4
149156;2;0;2
149158;1;0;1
149159;0;1;-1
149162;2;0;2
149164;3;0;3
149167;0;1;-1
149168;1;0;1
149169;0;1;-1
149173;1;0;1
149175;0;4;-4
149176;1;0;1
149177;0;1;-1
149178;0;1;-1
149179;1;0;1
149180;1;0;1
149182;1;0;1
149186;0;2;-2
149191;3;0;3
149192;6;0;6
149193;1;0;1
149195;1;0;1
149196;2;0;2
149198;0;1;-1
149202;1;0;1
149204;1;0;1
149209;2;0;2
149211;0;1;-1
149212;5;0;5
149213;5;0;5
149216;1;0;1
149218;0;2;-2
149219;1;0;1
149221;0;2;-2
149223;0;1;-1
149224;1;0;1
149228;0;1;-1
149229;1;0;1
149230;1;0;1
149232;2;2;0
149233;0;3;-3
149234;0;2;-2
149237;0;1;-1
149240;0;1;-1
149241;2;0;2
149242;1;0;1
149243;3;0;3
149246;3;1;2
149253;1;0;1
149255;0;3;-3
149256;1;0;1
149260;0;3;-3
149261;0;1;-1
149262;2;0;2
149263;4;0;4
149264;0;3;-3
149267;0;2;-2
149269;0;3;-3
149273;0;1;-1
149275;2;0;2
149279;1;0;1
149280;2;0;2
149282;0;2;-2
149283;0;1;-1
149287;0;1;-1
149290;0;2;-2
149291;1;0;1
149292;0;1;-1
149293;0;2;-2
149295;4;0;4
149296;0;2;-2
149298;1;0;1
149299;0;1;-1
149301;5;0;5
149302;1;0;1
149303;1;0;1
149305;0;2;-2
149307;1;0;1
149309;2;0;2
149314;3;0;3
149316;1;0;1
149317;0;1;-1
149318;0;2;-2
149321;0;1;-1
149323;2;0;2
149324;2;0;2
149325;1;0;1
149326;2;0;2
149329;0;1;-1
149336;1;0;1
149339;2;0;2
149340;1;0;1
149343;0;1;-1
149345;0;1;-1
149353;1;0;1
149357;0;1;-1
149360;0;2;-2
149362;0;2;-2
149366;0;1;-1
149367;1;0;1
149368;0;1;-1
149374;0;1;-1
149375;0;2;-2
149376;2;0;2
149377;0;1;-1
149380;0;1;-1
149381;1;0;1
149384;1;0;1
149387;1;0;1
149394;1;0;1
149396;0;2;-2
149398;0;2;-2
149399;1;0;1
149400;0;1;-1
149401;0;1;-1
149402;1;0;1
149403;1;0;1
149404;0;1;-1
149405;3;0;3
149406;0;1;-1
149407;3;1;2
149408;0;1;-1
149410;6;0;6
149413;2;0;2
149418;0;1;-1
149420;1;0;1
149421;1;0;1
149428;1;0;1
149430;3;0;3
149431;2;0;2
149432;1;0;1
149435;1;0;1
149437;2;0;2
149438;2;0;2
149440;1;0;1
149442;1;0;1
149444;0;1;-1
149445;0;1;-1
149446;1;0;1
149447;0;1;-1
149450;1;0;1
149452;1;0;1
149461;1;0;1
149462;7;0;7
149466;0;1;-1
149467;0;1;-1
149469;0;1;-1
149472;0;2;-2
149478;0;1;-1
149480;0;6;-6
149481;0;1;-1
149484;1;0;1
149486;0;2;-2
149488;1;0;1
149493;1;0;1
149494;0;1;-1
149497;0;1;-1
149500;3;0;3
149503;3;0;3
149504;1;0;1
149507;3;0;3
149508;0;2;-2
149515;1;0;1
149519;0;1;-1
149527;1;0;1
149540;2;0;2
149542;1;0;1
149547;4;0;4
149549;0;1;-1
149553;1;0;1
149557;1;0;1
149558;0;3;-3
149562;1;0;1
149563;1;0;1
149568;1;0;1
149570;3;0;3
149571;1;0;1
149572;1;0;1
149573;1;0;1
149574;0;1;-1
149578;4;0;4
149579;1;0;1
149580;1;0;1
149583;1;0;1
149589;1;0;1
149590;0;3;-3
149591;0;1;-1
149592;3;0;3
149593;1;0;1
149599;1;0;1
149603;1;0;1
149605;0;2;-2
149606;1;0;1
149607;1;0;1
149608;3;0;3
149609;0;6;-6
149611;0;1;-1
149612;2;0;2
149614;0;1;-1
149616;2;0;2
149617;0;1;-1
149619;1;0;1
149621;3;0;3
149622;0;1;-1
149628;1;1;0
149634;1;0;1
149635;2;0;2
149636;1;0;1
149637;0;1;-1
149640;1;0;1
149649;0;2;-2
149653;0;2;-2
149654;1;0;1
149657;1;0;1
149659;2;0;2
149661;0;2;-2
149664;1;0;1
149665;0;2;-2
149669;1;3;-2
149672;1;0;1
149674;0;2;-2
149675;1;0;1
149677;1;0;1
149682;0;1;-1
149685;0;2;-2
149686;0;1;-1
149690;0;2;-2
149693;1;0;1
149694;3;0;3
149697;0;3;-3
149702;0;1;-1
149707;0;1;-1
149708;0;2;-2
149710;0;1;-1
149712;0;1;-1
149714;0;1;-1
149715;0;3;-3
149716;0;3;-3
149719;0;1;-1
149720;4;0;4
149723;1;0;1
149734;2;0;2
149736;1;0;1
149740;1;0;1
149741;1;0;1
149743;1;0;1
149744;1;0;1
149745;0;1;-1
149746;1;0;1
149747;0;8;-8
149749;1;0;1
149750;0;3;-3
149755;0;1;-1
149765;0;1;-1
149766;2;0;2
149767;0;1;-1
149768;0;1;-1
149770;0;1;-1
149772;1;0;1
149782;0;1;-1
149785;0;1;-1
149787;0;1;-1
149794;0;2;-2
149795;0;1;-1
149814;0;1;-1
149816;1;0;1
149821;2;0;2
149824;0;1;-1
149826;2;0;2
149827;1;0;1
149831;0;2;-2
149836;0;4;-4
149839;0;2;-2
149843;4;0;4
149844;0;2;-2
149845;0;1;-1
149849;1;0;1
149850;1;0;1
149852;3;0;3
149854;0;1;-1
149855;3;0;3
149857;3;0;3
149858;2;0;2
149865;0;2;-2
149866;1;0;1
149867;1;0;1
149869;1;0;1
149875;1;0;1
149880;0;2;-2
149881;0;2;-2
149888;1;0;1
149889;1;2;-1
149892;0;1;-1
149894;0;1;-1
149895;1;0;1
149898;1;0;1
149899;0;1;-1
149900;2;0;2
149903;3;0;3
149904;0;1;-1
149905;2;0;2
149909;1;0;1
149910;0;1;-1
149913;0;1;-1
149914;0;2;-2
149917;0;1;-1
149919;0;2;-2
149920;1;0;1
149924;1;0;1
149931;0;1;-1
149934;0;3;-3
149935;2;0;2
149939;1;0;1
149944;0;1;-1
149945;1;0;1
149949;0;3;-3
149952;0;1;-1
149954;0;1;-1
149957;1;0;1
149958;1;0;1
149960;3;0;3
149962;3;0;3
149963;3;0;3
149976;0;1;-1
149979;0;2;-2
149986;0;1;-1
149988;1;0;1
149989;0;1;-1
149990;1;0;1
149998;2;0;2
149999;1;0;1
150005;2;0;2
150007;0;1;-1
150010;8;0;8
150012;1;0;1
150018;1;0;1
150020;2;0;2
150028;0;1;-1
150029;3;0;3
150043;0;1;-1
150045;1;0;1
150046;2;0;2
150047;1;0;1
150050;1;0;1
150051;2;0;2
150056;2;0;2
150058;1;0;1
150059;1;0;1
150061;1;0;1
150062;1;0;1
150071;2;0;2
150080;1;0;1
150089;2;0;2
150092;4;0;4
150096;1;0;1
150104;1;0;1
150105;0;1;-1
150107;1;0;1
150108;1;0;1
150109;2;0;2
150112;0;1;-1
150115;1;0;1
150117;1;0;1
150121;0;3;-3
150124;1;0;1
150125;2;0;2
150127;0;2;-2
150128;0;2;-2
150135;0;1;-1
150141;3;0;3
150142;1;0;1
150143;1;0;1
150144;0;1;-1
150145;0;2;-2
150148;0;1;-1
150155;1;0;1
150175;0;1;-1
150181;0;2;-2
150183;0;1;-1
150189;0;1;-1
150193;1;0;1
150196;1;0;1
150197;2;0;2
150198;0;2;-2
150199;0;10;-10
150200;1;0;1
150201;5;0;5
150202;0;1;-1
150203;0;1;-1
150205;0;2;-2
150206;0;1;-1
150208;1;0;1
150209;6;0;6
150210;1;0;1
150218;0;1;-1
150219;0;1;-1
150220;4;0;4
150221;0;3;-3
150235;1;0;1
150236;0;1;-1
150237;0;1;-1
150238;0;2;-2
150241;1;0;1
150243;0;4;-4
150244;0;3;-3
150247;1;0;1
150251;4;0;4
150252;0;1;-1
150256;1;0;1
150258;1;0;1
150259;0;1;-1
150262;1;0;1
150263;1;0;1
150264;2;0;2
150266;2;0;2
150273;3;0;3
150278;2;0;2
150280;1;0;1
150283;1;0;1
150286;1;0;1
150295;0;1;-1
150297;1;0;1
151296;0;1;-1
151300;1;0;1
151302;0;1;-1
151306;0;1;-1
151307;1;0;1
151315;1;0;1
151318;0;6;-6
151326;1;0;1
151329;1;0;1
151332;0;1;-1
151337;0;6;-6
151338;0;4;-4
151341;2;0;2
151344;1;0;1
151350;1;0;1
151353;1;0;1
151357;2;0;2
151360;4;0;4
151361;1;0;1
151369;1;0;1
151370;1;0;1
151373;1;0;1
151385;1;0;1
151386;1;0;1
151389;1;0;1
151390;0;1;-1
151392;0;2;-2
151394;1;0;1
151396;0;2;-2
151397;1;0;1
151398;1;0;1
151401;0;2;-2
151406;1;0;1
151408;1;0;1
151412;0;2;-2
151416;1;0;1
151418;1;0;1
151420;1;0;1
151425;1;0;1
151427;0;1;-1
151429;1;0;1
151435;3;0;3
151437;2;0;2
151438;1;0;1
151439;5;0;5
151440;8;0;8
151443;0;1;-1
151450;1;0;1
151451;1;0;1
151459;3;0;3
151461;1;1;0
151462;0;1;-1
151471;0;2;-2
151474;0;1;-1
151478;1;0;1
151479;1;0;1
151484;3;0;3
151492;0;1;-1
151493;1;0;1
151496;0;1;-1
151502;2;0;2
151503;1;0;1
151505;1;1;0
151507;1;0;1
151510;2;0;2
151513;1;0;1
151516;1;0;1
151519;1;0;1
151538;1;0;1
151541;0;1;-1
151543;0;1;-1
151544;1;0;1
151545;1;0;1
151547;0;1;-1
151554;1;0;1
151556;1;0;1
151557;6;0;6
151560;1;0;1
151564;0;1;-1
151568;0;4;-4
151571;0;2;-2
151574;0;2;-2
151584;1;0;1
151588;0;2;-2
151596;1;0;1
151597;1;0;1
151607;1;0;1
151609;1;0;1
151610;1;0;1
151612;0;1;-1
151613;1;0;1
151619;0;1;-1
151625;0;2;-2
151626;0;1;-1
151627;1;0;1
151630;5;0;5
151633;0;1;-1
151634;0;1;-1
151635;0;3;-3
151642;0;1;-1
151644;1;0;1
151654;1;0;1
151655;0;2;-2
151664;1;0;1
151674;1;0;1
151677;1;0;1
151678;0;1;-1
151680;1;0;1
151681;4;1;3
151684;1;0;1
151687;1;0;1
151690;1;0;1
151691;1;0;1
151692;5;0;5
151693;2;0;2
151694;0;2;-2
151698;2;0;2
151700;0;2;-2
151701;4;0;4
151703;0;5;-5
151704;1;0;1
151705;1;0;1
151706;1;0;1
151708;0;1;-1
151709;0;1;-1
151710;1;0;1
151711;0;1;-1
151713;0;2;-2
151714;0;3;-3
151715;1;0;1
151718;2;0;2
151724;0;1;-1
151726;0;3;-3
151727;1;0;1
151735;1;0;1
151736;0;1;-1
151737;1;0;1
151740;2;0;2
151749;1;0;1
151751;0;1;-1
151755;3;0;3
151757;1;0;1
151758;0;2;-2
151760;1;0;1
151761;2;0;2
151762;0;1;-1
151764;0;1;-1
151766;1;0;1
151770;1;0;1
151771;1;0;1
151777;3;0;3
151781;1;0;1
151782;1;0;1
151787;0;1;-1
151790;1;0;1
151792;0;1;-1
151805;2;0;2
151807;1;0;1
151811;0;1;-1
151813;2;0;2
151818;0;1;-1
151823;2;0;2
151824;1;0;1
151826;0;2;-2
151828;0;4;-4
151830;1;0;1
151831;1;0;1
151837;3;0;3
151841;0;1;-1
151843;4;0;4
151846;1;0;1
151848;0;1;-1
151850;3;0;3
151852;1;0;1
151853;0;3;-3
151854;0;2;-2
151857;1;0;1
151859;1;0;1
151864;4;0;4
151868;1;0;1
151874;1;0;1
151876;2;0;2
151879;2;0;2
151881;1;0;1
151883;2;0;2
151886;1;0;1
151887;0;2;-2
151891;0;1;-1
151892;0;1;-1
151894;0;1;-1
151901;1;0;1
151903;2;0;2
151904;2;0;2
151906;1;0;1
151914;2;0;2
151918;0;1;-1
151919;3;0;3
151923;2;0;2
151925;1;0;1
151928;0;1;-1
151930;0;1;-1
151932;1;0;1
151939;2;0;2
151940;2;0;2
151942;1;0;1
151946;1;0;1
151955;1;0;1
151956;1;0;1
151957;3;0;3
151958;2;0;2
151959;0;2;-2
151965;0;2;-2
151971;1;0;1
151972;0;3;-3
151974;1;3;-2
151976;3;0;3
151977;0;2;-2
151980;0;1;-1
151982;0;1;-1
151983;0;1;-1
151985;1;0;1
151989;1;0;1
151992;0;1;-1
151993;0;2;-2
151996;0;1;-1
152004;5;0;5
152005;0;2;-2
152006;10;0;10
152007;1;1;0
152008;0;1;-1
152016;1;0;1
152019;0;1;-1
152021;2;0;2
152027;0;1;-1
152040;1;1;0
152043;0;1;-1
152046;3;0;3
152048;1;0;1
152049;1;0;1
152054;1;0;1
152055;1;0;1
152057;1;0;1
152059;2;0;2
152062;1;0;1
152065;1;0;1
152085;2;0;2
152089;0;1;-1
152091;3;0;3
152094;1;0;1
152101;0;1;-1
152103;0;1;-1
152111;1;0;1
152120;1;0;1
152126;1;0;1
152127;1;0;1
152129;1;0;1
152131;1;0;1
152135;2;0;2
152137;2;0;2
152138;1;1;0
152140;0;1;-1
152142;1;0;1
152143;0;2;-2
152146;2;0;2
152147;1;0;1
152150;2;0;2
152157;3;0;3
152158;1;0;1
152159;1;0;1
152163;1;0;1
152168;1;0;1
152169;1;0;1
152171;2;0;2
152172;0;1;-1
152173;4;0;4
152175;3;0;3
152177;2;0;2
152182;0;3;-3
152188;0;2;-2
152201;2;0;2
152203;0;4;-4
152210;0;1;-1
152211;1;0;1
152212;1;0;1
152213;0;1;-1
152215;1;0;1
152216;0;4;-4
152219;1;0;1
152221;3;0;3
152222;2;0;2
152223;0;3;-3
152224;1;0;1
152225;0;1;-1
152229;0;5;-5
152231;3;0;3
152232;0;4;-4
152233;2;0;2
152238;0;4;-4
152239;5;0;5
152240;1;0;1
152241;1;0;1
152244;0;4;-4
152245;1;0;1
152247;0;2;-2
152248;0;1;-1
152249;1;1;0
152255;1;0;1
152257;1;0;1
152258;1;1;0
152259;2;0;2
152260;2;0;2
152261;2;0;2
152262;1;0;1
152267;2;0;2
152268;0;2;-2
152269;4;0;4
152275;0;2;-2
152278;2;0;2
152280;1;0;1
152282;3;0;3
152288;1;0;1
152290;1;0;1
152291;0;2;-2
152296;3;0;3
152298;2;0;2
152300;1;0;1
152301;2;0;2
152302;0;1;-1
152309;0;3;-3
152313;1;0;1
152316;3;0;3
152317;0;1;-1
152322;1;0;1
152323;0;2;-2
152325;0;3;-3
152330;0;3;-3
152331;0;3;-3
152332;0;3;-3
152334;0;2;-2
152335;0;2;-2
152336;1;0;1
152344;0;1;-1
152347;2;0;2
152350;2;0;2
152351;0;2;-2
152352;2;0;2
152353;0;1;-1
152354;1;0;1
152355;2;0;2
152357;2;0;2
152358;1;0;1
152359;2;0;2
152361;1;0;1
152362;0;3;-3
152366;1;0;1
152368;0;5;-5
152369;0;3;-3
152370;0;3;-3
152371;1;0;1
152374;0;1;-1
152375;1;0;1
152386;0;2;-2
152387;1;0;1
152392;1;0;1
152393;0;4;-4
152396;1;0;1
152399;0;1;-1
152400;2;0;2
152403;1;0;1
152404;1;0;1
152405;3;0;3
152406;1;0;1
152408;1;0;1
152411;2;0;2
152413;1;0;1
152415;1;0;1
152419;1;0;1
152422;1;1;0
152424;2;0;2
152426;1;0;1
152427;0;6;-6
152433;1;0;1
152434;1;0;1
152435;1;0;1
152438;0;2;-2
152441;0;3;-3
152443;0;1;-1
152447;1;0;1
152449;1;0;1
152450;0;2;-2
152453;1;0;1
152454;1;0;1
152455;0;1;-1
152456;1;2;-1
152457;0;1;-1
152458;0;1;-1
152459;0;1;-1
152463;1;0;1
152467;1;0;1
152469;1;0;1
152470;1;0;1
152472;0;2;-2
152474;1;0;1
152476;1;1;0
152478;1;0;1
152481;0;2;-2
152482;1;2;-1
152485;0;2;-2
152487;0;3;-3
152488;1;0;1
152490;1;0;1
152493;2;0;2
152495;1;0;1
152497;0;1;-1
152498;0;1;-1
152499;2;0;2
152502;0;1;-1
152505;0;1;-1
152508;0;1;-1
152511;1;0;1
152513;4;0;4
152516;1;0;1
152518;1;0;1
152522;0;1;-1
152529;1;0;1
152530;1;0;1
152533;3;0;3
152535;0;2;-2
152537;1;0;1
152538;1;0;1
152546;0;1;-1
152550;2;0;2
152551;1;0;1
152552;0;1;-1
152553;0;1;-1
152554;2;0;2
152555;1;0;1
152557;0;2;-2
152559;2;0;2
152565;2;0;2
152569;2;0;2
152570;0;1;-1
152573;0;1;-1
152575;0;2;-2
152581;1;0;1
152582;1;0;1
152583;1;0;1
152590;1;0;1
152592;3;0;3
152595;1;0;1
152596;1;0;1
152597;1;0;1
152601;3;0;3
152606;1;0;1
152610;0;1;-1
152613;0;1;-1
152622;1;0;1
152623;1;0;1
152625;1;0;1
152632;2;0;2
152635;1;0;1
152636;0;1;-1
152641;1;0;1
152642;1;0;1
152644;0;1;-1
152645;0;2;-2
152646;0;1;-1
152647;0;2;-2
152648;0;1;-1
152649;0;2;-2
152650;1;0;1
152652;1;0;1
152653;1;0;1
152656;0;2;-2
152658;3;0;3
152659;1;0;1
152661;3;0;3
152666;1;0;1
152667;0;2;-2
152674;0;1;-1
152676;2;0;2
152677;1;0;1
152679;1;0;1
152683;0;1;-1
152688;1;0;1
152699;1;0;1
152700;0;2;-2
152702;1;0;1
152704;0;3;-3
152708;1;0;1
152716;0;1;-1
152720;0;1;-1
152721;0;1;-1
152724;1;0;1
152735;0;1;-1
152736;1;0;1
152737;0;1;-1
152738;2;0;2
152741;0;6;-6
152742;0;5;-5
152743;0;2;-2
152747;0;1;-1
152751;0;2;-2
152754;1;0;1
152756;1;0;1
152761;2;0;2
152767;0;1;-1
152769;0;2;-2
152771;2;0;2
152774;0;2;-2
152776;1;0;1
152779;2;0;2
152792;0;2;-2
152794;0;2;-2
152795;1;0;1
152796;1;0;1
152804;1;0;1
152805;2;0;2
152806;0;2;-2
152809;2;0;2
152810;0;1;-1
152811;1;0;1
152816;2;0;2
152818;0;1;-1
152822;1;0;1
152823;0;1;-1
152824;0;1;-1
152825;0;2;-2
152829;2;0;2
152831;2;0;2
152835;0;1;-1
152836;0;1;-1
152837;0;1;-1
152842;0;1;-1
152843;0;1;-1
152847;1;0;1
152849;1;0;1
152854;0;1;-1
152856;0;1;-1
152859;0;3;-3
152861;1;0;1
152862;1;0;1
152864;1;0;1
152867;1;0;1
152868;2;0;2
152869;2;0;2
152872;0;1;-1
152878;3;0;3
152887;0;1;-1
152888;1;0;1
152889;1;0;1
152892;0;1;-1
152893;0;2;-2
152895;4;0;4
152897;4;0;4
152898;1;0;1
152901;2;0;2
152905;2;0;2
152906;1;0;1
152911;1;0;1
152912;2;0;2
152921;1;0;1
152926;0;1;-1
152928;1;0;1
152932;1;1;0
152935;1;0;1
152937;1;0;1
152943;0;2;-2
152944;1;0;1
152945;0;1;-1
152953;2;0;2
152954;0;1;-1
152955;1;0;1
152960;2;0;2
152966;0;1;-1
152971;3;0;3
152977;2;0;2
152978;3;0;3
152979;1;0;1
152980;1;0;1
152981;1;0;1
152983;0;2;-2
152992;1;0;1
152997;0;1;-1
153003;0;2;-2
153004;6;0;6
153005;0;2;-2
153007;1;0;1
153010;0;1;-1
153011;4;0;4
153012;3;0;3
153015;6;0;6
153016;1;0;1
153017;1;0;1
153018;2;0;2
153020;1;0;1
153021;2;0;2
153022;1;0;1
153026;2;0;2
153027;1;0;1
153028;2;0;2
153033;1;0;1
153034;2;0;2
153039;0;3;-3
153041;0;1;-1
153043;2;0;2
153044;0;4;-4
153046;2;0;2
153049;0;1;-1
153054;0;1;-1
153055;5;0;5
153058;1;1;0
153060;2;0;2
153061;4;0;4
153063;1;0;1
153064;0;8;-8
153065;0;7;-7
153066;0;8;-8
153067;4;0;4
153068;4;0;4
153069;2;0;2
153071;0;2;-2
153075;2;0;2
153077;6;0;6
153079;0;3;-3
153080;1;0;1
153081;1;0;1
153082;1;0;1
153085;0;2;-2
153092;0;1;-1
153096;1;0;1
153098;1;0;1
153100;2;0;2
153101;1;0;1
153104;0;1;-1
153105;0;1;-1
153106;0;1;-1
153107;0;4;-4
153108;0;2;-2
153111;1;0;1
153112;0;1;-1
153116;1;1;0
153119;1;0;1
153120;2;0;2
153122;1;0;1
153127;0;1;-1
153130;0;1;-1
154132;1;0;1
154137;1;0;1
154138;0;1;-1
154148;0;1;-1
154151;1;0;1
154156;0;1;-1
154158;1;0;1
154161;0;6;-6
154162;0;1;-1
154167;1;0;1
154168;0;1;-1
154171;1;0;1
154176;0;3;-3
154177;1;0;1
154179;3;0;3
154182;0;1;-1
154186;1;0;1
154190;1;0;1
154191;2;0;2
154195;1;0;1
154202;0;2;-2
154210;1;0;1
154217;1;1;0
154218;3;0;3
154222;1;0;1
154229;1;0;1
154234;0;6;-6
154235;1;0;1
154244;1;0;1
154245;0;1;-1
154246;0;1;-1
154255;0;2;-2
154257;0;1;-1
154260;0;1;-1
154261;0;9;-9
154262;1;0;1
154263;0;1;-1
154264;1;0;1
154267;1;1;0
154270;1;0;1
154271;0;1;-1
154272;0;3;-3
154277;1;0;1
154282;1;0;1
154287;1;0;1
154290;3;0;3
154293;1;0;1
154296;0;3;-3
154308;2;0;2
154310;0;2;-2
154313;0;1;-1
154324;4;0;4
154325;4;0;4
154327;0;1;-1
154330;6;0;6
154333;0;1;-1
154334;1;0;1
154347;2;0;2
154349;3;0;3
154355;0;1;-1
154358;1;0;1
154359;1;0;1
154363;1;0;1
154366;1;0;1
154368;2;0;2
154373;0;2;-2
154381;0;1;-1
154386;0;1;-1
154389;0;1;-1
154390;2;0;2
154392;1;1;0
154393;2;0;2
154395;0;1;-1
154401;0;3;-3
154403;0;2;-2
154410;1;0;1
154412;0;1;-1
154415;0;1;-1
154416;1;0;1
154421;1;0;1
154422;1;0;1
154424;1;0;1
154431;0;1;-1
154433;1;0;1
154434;0;3;-3
154440;1;0;1
154444;0;2;-2
154464;0;1;-1
154471;0;1;-1
154474;3;0;3
154477;0;2;-2
154481;0;1;-1
154485;2;0;2
154486;1;0;1
154487;0;1;-1
154488;1;0;1
154490;1;0;1
154495;5;0;5
154496;0;2;-2
154499;1;0;1
154501;0;1;-1
154504;0;1;-1
154507;1;0;1
154508;1;0;1
154509;1;0;1
154512;0;2;-2
154515;1;0;1
154517;3;0;3
154524;1;0;1
154525;0;3;-3
154527;1;0;1
154529;1;0;1
154535;1;0;1
154536;2;0;2
154538;0;3;-3
154540;0;1;-1
154546;0;1;-1
154547;0;3;-3
154551;1;0;1
154552;1;0;1
154554;2;0;2
154555;1;0;1
154558;1;0;1
154559;2;0;2
154560;1;0;1
154561;1;0;1
154564;3;0;3
154567;1;0;1
154568;0;1;-1
154570;1;0;1
154576;2;0;2
154578;1;0;1
154579;1;0;1
154581;1;0;1
154583;2;0;2
154585;1;0;1
154589;0;2;-2
154590;0;2;-2
154596;1;0;1
154599;0;1;-1
154600;2;0;2
154614;1;0;1
154616;1;0;1
154617;0;1;-1
154622;1;0;1
154628;0;1;-1
154629;0;1;-1
154631;2;0;2
154638;1;0;1
154639;0;1;-1
154640;1;0;1
154642;1;0;1
154646;0;3;-3
154647;1;3;-2
154648;2;0;2
154653;1;0;1
154654;1;0;1
154656;0;3;-3
154660;0;1;-1
154664;1;0;1
154670;1;0;1
154673;1;0;1
154674;1;0;1
154680;0;1;-1
154684;1;0;1
154689;1;0;1
154692;1;0;1
154693;1;0;1
154701;5;0;5
154727;1;0;1
154728;0;1;-1
154732;0;2;-2
154734;0;2;-2
154735;0;1;-1
154737;1;0;1
154742;3;0;3
154744;0;1;-1
154747;1;0;1
154748;2;0;2
154750;2;0;2
154751;0;1;-1
154753;2;0;2
154754;1;0;1
154755;1;0;1
154756;1;0;1
154757;1;0;1
154762;0;1;-1
154763;1;0;1
154768;1;0;1
154769;2;0;2
154771;2;0;2
154772;0;2;-2
154779;0;2;-2
154788;1;0;1
154789;3;0;3
154790;2;0;2
154793;1;0;1
154798;2;1;1
154800;4;0;4
154801;0;3;-3
154803;1;0;1
154811;0;1;-1
154813;2;0;2
154819;1;0;1
154832;1;0;1
154833;1;0;1
154835;0;2;-2
154839;1;0;1
154841;1;0;1
154843;1;0;1
154846;2;0;2
154853;1;0;1
154854;0;1;-1
154855;1;0;1
154857;1;0;1
154858;0;1;-1
154861;2;0;2
154864;0;2;-2
154867;1;0;1
154868;0;1;-1
154869;1;0;1
154871;1;0;1
154875;0;1;-1
154880;0;1;-1
154883;0;1;-1
154884;1;0;1
154887;0;1;-1
154889;1;5;-4
154890;1;0;1
154893;3;0;3
154895;2;2;0
154901;1;0;1
154902;3;0;3
154905;0;1;-1
154908;0;1;-1
154911;1;0;1
154915;0;3;-3
154916;0;1;-1
154918;0;1;-1
154921;2;0;2
154926;1;0;1
154929;0;2;-2
154933;0;1;-1
154934;0;1;-1
154945;1;0;1
154949;0;1;-1
154952;1;0;1
154953;0;2;-2
154954;0;1;-1
154963;1;0;1
154965;1;0;1
154975;1;0;1
154981;1;0;1
154982;0;1;-1
154983;0;1;-1
154984;2;0;2
154988;1;0;1
154991;0;2;-2
154993;1;0;1
154995;1;0;1
155003;1;0;1
155004;0;7;-7
155005;0;2;-2
155006;0;1;-1
155013;1;1;0
155015;0;1;-1
155016;0;1;-1
155017;2;0;2
155018;0;2;-2
155019;0;3;-3
155020;0;1;-1
155025;0;1;-1
155028;1;0;1
155033;2;0;2
155034;2;0;2
155035;2;0;2
155036;0;1;-1
155037;1;0;1
155038;0;3;-3
155039;1;0;1
155040;0;1;-1
155042;1;0;1
155044;1;0;1
155046;3;0;3
155047;1;0;1
155052;2;0;2
155061;1;0;1
155062;1;0;1
155070;3;0;3
155072;6;0;6
155076;0;1;-1
155079;1;0;1
155082;1;0;1
155083;0;1;-1
155094;0;2;-2
155095;2;0;2
155097;0;1;-1
155098;0;2;-2
155099;0;5;-5
155101;1;0;1
155116;0;1;-1
155117;6;0;6
155120;1;0;1
